Issue ID,Request,labels
IPC901083,"Please align better with our brand voice in the main navigation labels — let's remove the term 'innovative', it's overused.",1
IPC901084,"We'd like to change the animation speed on scroll, after validating new layout in prototype testing.",1
IPC901085,We want to replace all hero images with animated GIFs. (ref 8306),1
IPC901086,"Please add a interactive onboarding walkthrough, to increase session time.",2
IPC901087,The logo size [89] overemphasizes less important elements.,0
IPC901088,Please remove buzzwords from the homepage hero title — consider phrasing that implies urgency.,1
IPC901089,Please enhance the engagement of the tagline in the hero section — the tone should feel more confident and less promotional.,2
IPC90109,The image usage on About page [180] could benefit from a cleaner aesthetic.,1
IPC901090,Please revise the SEO meta description — we want it to sound more personal and direct.,1
IPC901091,"We'd like to change the title of the Careers section, after validating new layout in prototype testing.",1
IPC901092,"Please add a custom form builder, for better personalization.",2
IPC901093,Please refocus the message in the value proposition in the banner — align this with what we say in the sales deck.,1
IPC901094,Please update the sitemap to include a version in French.,1
IPC901095,The imagery used in the mission statement needs more breathing room.,1
IPC901096,Please replace jargon in the value proposition in the banner — aim for clarity over cleverness.,1
IPC901097,Please refocus the message in the Services overview paragraph — let's test a variation with a stronger call-to-action.,1
IPC901098,The icons in the Features section is not accessible for users with visual impairments.,0
IPC901099,"Please revise the feature highlights under 'Why Choose Us' — let's remove the term 'innovative', it's overused.",0
IPC901101,Please refocus the message in the Services overview paragraph — aim for clarity over cleverness.,1
IPC9011010,The form layout doesn’t respect the established grid system.,0
IPC90110100,"We'd like to change the order of the sections on the homepage, in light of the new campaign assets.",1
IPC9011011,"We'd like to change the download link style in resource hub, following feedback from the partner agency.",1
IPC9011012,Please highlight user value in the Careers page intro — current phrasing doesn't perform well in tests.,0
IPC9011013,"We'd like to change the alignment of content blocks, even if the old version was signed off.",1
IPC9011014,"Please make more actionable the ‘Contact Us’ headline — let's remove the term 'innovative', it's overused.",1
IPC9011015,Please enhance the engagement of the blog post summaries — use simpler language for broader understanding.,2
IPC9011016,The dropdown appearance [892] doesn’t feel premium enough for our brand.,0
IPC9011017,The design of the lead capture form feels disconnected from the rest of the site.,0
IPC9011018,Please simplify the main navigation labels — SEO team suggested including 'digital strategy'.,1
IPC9011019,"We'd like to change the structure of the Resources section, as requested by new leadership.",1
IPC901102,The divider lines between sections overemphasizes less important elements.,0
IPC9011020,The headline alignment pushes the main CTA too far down the page.,0
IPC9011021,"We'd like to change the CTA icon placement, even if the old version was signed off.",1
IPC9011022,Please refocus the message in the main navigation labels — current phrasing doesn't perform well in tests.,0
IPC9011023,"We'd like to change the download link style in resource hub, even if it wasn't part of the original scope.",1
IPC9011024,"Please add a case study filter by sector, to streamline onboarding.",1
IPC9011025,Please highlight user value in the Testimonials section intro — it currently duplicates info from another section.,1
IPC9011026,The spacing in the FAQ module [288] needs more breathing room.,1
IPC9011027,"We'd like to change the alignment of content blocks, since stakeholders changed their mind after review.",1
IPC9011028,The icons in the Features section should use more consistent iconography.,1
IPC9011029,Please update to reflect our new tone the CTA button label — we're pivoting tone to be more conversational.,1
IPC901103,Please rewrite for clarity the newsletter signup copy — align this with what we say in the sales deck.,1
IPC9011030,"We'd like to change the alignment of content blocks, to reflect updated copy direction.",1
IPC9011031,Please replace jargon in the CTA button label — consider phrasing that implies urgency.,1
IPC9011032,Please simplify the blog post summaries — consider phrasing that implies urgency.,1
IPC9011033,Please enhance the engagement of the tagline in the hero section — use simpler language for broader understanding.,2
IPC9011034,The Google Maps embed shows incorrect content on reload.,0
IPC9011035,Please change wording in the Careers page intro — current phrasing doesn't perform well in tests.,0
IPC9011036,The style of secondary buttons lacks visual appeal.,0
IPC9011037,"We'd like to change the form input label positioning, to unify experience with the mobile app.",1
IPC9011038,The structure of the newsletter popup is not accessible for users with visual impairments.,0
IPC9011039,The icon usage in contact section [897] fails to direct the user’s attention properly.,0
IPC901104,The style of secondary buttons [549] should use more consistent iconography.,1
IPC9011040,The color usage in the footer isn't engaging enough visually.,0
IPC9011041,Please highlight user value in the value proposition in the banner — the tone should feel more confident and less promotional.,2
IPC9011042,The icons in the Features section doesn’t pass accessibility color tests.,0
